ID,Type,UGS,Nom,Parent,Poids (g),Tarif régulier,Nom de l’attribut 1,Valeur(s) de l’attribut 1,Attribut 1 visible,Attribut 1 global,Attribut 1 par défaut,Nom de l’attribut 2,Valeur(s) de l’attribut 2,Attribut 2 visible,Attribut 2 global,Attribut 2 par défaut,Nom de l’attribut 3,Valeur(s) de l’attribut 3,Attribut 3 visible,Attribut 3 global,Attribut 3 par défaut
18502,variable,BRJPB104,"Photo de Jean-Paul Belmondo, Jean Gabin et Michel Audiard sur le tournage du film ""Un Singe en Hiver"" en 1962",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18521,variable,BRJPB104NB,"Photo noir et blanc de Jean-Paul Belmondo, Jean Gabin et Michel Audiard sur le tournage du film ""Un Singe en Hiver"" en 1962",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18540,variable,BRJPB105,"Photo de Jean-Paul Belmondo et Bourvil sur le tournage du film ""Le Cerveau"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18559,variable,BRJPB106,"Photo de Jean-Paul Belmondo, Bourvil et Gérard Oury sur le tournage du film ""Le Cerveau"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18578,variable,BRJPB108,"Photo de Jean-Paul Belmondo et Bourvil sur le tournage du film ""Le Cerveau"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18597,variable,BRJPB107,"Photo de Jean-Paul et Alain Belmondo, Alain et Jean-François Delon sur le tournage du film ""Borsalino"" en 1969",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18635,variable,BRBOU100,"Photo de Jean-Paul Belmondo, Bourvil et Gérard Oury sur le tournage du film ""Le Cerveau"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18699,variable,BRJPB109,"Photo de Jean-Paul Belmondo et Alain Delon sur le tournage du film ""Borsalino"" en 1969",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18718,variable,BRJPB110,"Photo de Jean-Paul Belmondo sur le tournage du film ""Borsalino"" en 1969",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18737,variable,BRJPB110NB,"Photo de Jean-Paul Belmondo sur le tournage du film ""Borsalino"" en 1969",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18756,variable,BRBB100,Photo de Brigitte Bardot et Jane Birkin sur le tournage du film Don Juan de Roger Vadim en 1973,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18774,variable,BRBOU101,"Photo de Bourvil sur le tournage du film ""Le Corniaud"" en 1964",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18794,variable,BRBOU102,"Photo de Bourvil sur le tournage du film ""Le Corniaud"" en 1964",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18814,variable,BRBOU103,"Photo de Bourvil sur le tournage du film ""Seul dans Paris"" en 1951",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18833,variable,BRBOU104,"Photo de Bourvil sur le tournage du film ""Le Corniaud"" en 1964",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18852,variable,BRBOU104NB,"Photo de Bourvil sur le tournage du film ""Le Corniaud"" en 1964",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18872,variable,BRMB100,"Photo de Marlon Brando et Al Pacino dans le film ""Le Parrain"" en 1972",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18891,variable,BRMB101,"Photo de Marlon Brando et Robert Duvall dans le film ""Le Parrain"" en 1972",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18910,variable,BRJBR100,"Photo couleur de Jeff Bridges et John Goodman dans le film ""The Big Lebowsky"" en 1998",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18929,variable,BRJBR100NB,"Photo noir et blanc de Jeff Bridges et John Goodman dans le film ""The Big Lebowsky"" en 1998",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18948,variable,BRJBR101,"Photo couleur de Jeff Bridges et John Goodman dans ""The Big Lebowsky"" en 1998",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
18985,variable,BRJBR101NB,"Photo noir et blanc de Jeff Bridges et John Goodman dans ""The Big Lebowsky"" en 1998",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19004,variable,BRJBR102,"Photo couleur de Jeff Bridges et John Goodman tirée du film""The Big Lebowsky"" en 1998",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19023,variable,BRJBR102NB,"Photo noir et blanc de Jeff Bridges et John Goodman tirée du film ""The Big Lebowsky"" en 1998",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19043,variable,BRBOU105,"Photo de Bourvil sur le tournage du film ""La cuisine au beurre"" en 1963",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19062,variable,BRBOU106,"Photo de Bourvil et Fernandel sur le tournage du film ""La cuisine au beurre"" en 1963",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19081,variable,BRBOU107,"Photo de Bourvil et Jean Gabin dans le film ""La traversée de Paris"" en 1956",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19099,variable,BRCB100,"Photo noir et blanc de Charles Bronson dans le film ""Il était une fois dans l'ouest "" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19118,variable,BRBOU108,"Photo de Bourvil et Jean Gabin dans le film ""La traversée de Paris"" en 1956",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19137,variable,BRBOU110,"Photo de Bourvil et Jean Gabin dans le film ""La traversée de Paris"" en 1956",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19156,variable,BRBOU109,"Photo de Bourvil  dans le film ""Le corniaud"" en 1964",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19176,variable,BRCB101NB,"Photo noir et blanc de Charles Bronson tirée du film ""Il était une fois dans l'ouest"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19194,variable,BRDBO100,Photo de David Bowie en concert en mai 1978,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19213,variable,BRCB101,"Photo couleur de Charles Bronson tirée du film ""Il était une fois dans l'ouest"" en 1968",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19232,variable,BRDBO100NB,Photo de David Bowie en concert en mai 1978,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19252,variable,BRCB102,"Photo couleur de Charles Bronson et Lino Ventura tirée du film ""Cosa Nostra"" en 1972",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19271,variable,BRCB102NB,"Photo noir et blanc de Charles Bronson et Lino Ventura tirée du film ""Cosa Nostra"" en 1972",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19290,variable,BRCOLU100,Photo de Coluche sur scène à Paris en décembre 1977,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19327,variable,BRCOLU101,Photo de Coluche pendant une émission de radio en juillet 1985,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19346,variable,BRCOLU102,Photo du mariage de Coluche et Thierry Le Luron au Fouquet's avec Eddie Barclay et Paul Lederman le 25 septembre 1985,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19365,variable,BRCOLU103,Photo de Coluche dans sa loge à l'Olympia le 19 février 1975,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19384,variable,BRCOLU104,Photo de Coluche et Guy Lux pendant une émission de télévision le 15 juin 1978,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19403,variable,BRCOLU105,Photo de Coluche et Thierry Le Luron dans une loge de l'Olympia le 19 fevrier 1975,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19422,variable,BRCOLU106,"Photo de Coluche, candidat aux élections présidentielles pendant une conférence de presse au Théatre du Gymnase le 16 mars 1981",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19443,variable,BRCOLU107,"Photo de Coluche pendant l'émission "" le Show Coluche"" le 4 octobre 1974",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19462,variable,BRLDF100,"Photo de Louis de Funès et Bourvil dans "" La Grande Vadrouille"" en 1966",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19481,variable,BRLDF101,Photo de Louis de Funès recevant la médaille de Vermeil en 1971,,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19500,variable,BRLDF102,"Photo de Louis de Funès et Geneviève Grad dans ""Le Gendarme à New York"" le 4 mai 1965",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19519,variable,BRLDF103,"Photo de Louis de Funès et Bourvil à la première du film "" La Grande Vadrouille"" le 8 décembre 1966",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19538,variable,BRLDF104,"Photo de Louis de Funès, Bourvil et Claudio Brook dans "" La Grande Vadrouille"" en 1966",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19558,variable,BRLDF105,"Photo de Louis de Funès et Yves Montand dans "" La Folie des Grandeurs"" en 1971",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19577,variable,BRLDF106,"Photo de Louis de Funès sur le tournage de ""Faites sauter la banque"" en 1963",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19596,variable,BRLDF107,"Photo de Louis de Funès et Noelle Adam dans "" Ni vu ni connu"" en 1957",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19615,variable,BRLDF108,"Photo de Louis de Funès et Geneviève Grad sur le tournage du film ""Le Gendarme à New York"" en 1965",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19634,variable,BRLDF109,"Photo de Louis de Funès et des acteurs du film ""Le Gendarme à New York"" à l'aéroport d'Orly en 1965",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,25x25 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19653,variable,BRLDF110,"Photo de Louis de Funès dans le film ""L'Homme Orchestre"" en 1970",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19672,variable,BRLDF111,"Photo couleur de Louis de Funès dans "" Les Aventures de Rabbi Jacob"" en 1973",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
19691,variable,BRLDF111NB,"Photo noir et blanc de Louis de Funès dans "" Les Aventures de Rabbi Jacob"" en 1973",,,,Dimensions,"24x30 cm, 25x25 cm, 30x30 cm, 30x40 cm, 40x40 cm, 40x50 cm, 50x50 cm, 50x70 cm, 60x60 cm, 60x80 cm, 60x90 cm",1,1,24x30 cm,Finition,"Cadre, Caisse Américaine, Contrecollage Aluminium, Tirage Seul",1,1,Tirage Seul,Passe-Partout,"Non, Oui",1,1,Non
